ID,Sentence DE,MOS,Sentence EN
920,"Dies bewirkt auch, dass die einzelnen Europa-Abgeordneten unabhängiger sind und mit Verhandlungsgeschick und Sachkenntnis größeren Einfluss auf die EU-Gesetzgebung haben, als es Abgeordneten nationaler Parlamente möglich ist.",4.7,This also means that individual MEPs are more independent and have greater influence on EU legislation through their negotiating skills and expertise than is possible for members of national parliaments.
921,Das Bundesverfassungsgericht spricht dem Europäischen Parlament in seinem Urteil zum Lissabon-Vertrag vom 30 Juni 2009 nur eine eingeschränkte demokratische Legitimation zu und sieht seine Entscheidungskompetenzen bezüglich weiterer Schritte einer europäischen Integration dadurch begrenzt.,4.8,"In its judgment on the Lisbon Treaty of 30 June 2009, the Federal Constitutional Court grants the European Parliament only limited democratic legitimacy and thus sees its decision-making powers with regard to further steps of European integration as limited."
922,"Seit der letzten Europawahl umfasst das Parlament regulär 750 Sitze zuzüglich des Präsidenten, also 751 Abgeordnete (Art 14 Abs 2 EU-Vertrag) und damit die 1,7-fache Anzahl vom Repräsentantenhaus der Vereinigten Staaten.",3.0,"Since the last European elections, the Parliament regularly has 750 seats plus the President, i.e. 751 members (Art 14 (2) EU Treaty), which is 1.7 times the number of the House of Representatives of the United States."
923,Das Parlament hat derzeit acht Fraktionen sowie 21 fraktionslose Abgeordnete.,2.1,Parliament currently has eight political groups and 21 non-attached Members.
924,"In ihren Heimatländern sind diese Abgeordneten Mitglieder in rund 160 verschiedenen nationalen Parteien, die sich auf europäischer Ebene großenteils zu Europaparteien zusammengeschlossen haben.",3.428571429,"In their home countries, these MEPs are members of some 160 different national parties, most of which have merged at European level to form European parties.have joined forces."
925,Präsident des Europäischen Parlaments ist seit dem 17 Januar 2017 Antonio Tajani (Europäische Volkspartei).,1.142857143,President of the European Parliament since 17 January 2017 is Antonio Tajani (European People's Party).
926,Arbeitsorte des Europäischen Parlaments sind neben Straßburg auch Brüssel und Luxemburg.,2.4,"Besides Strasbourg, the European Parliament's places of work are Brussels and Luxembourg."
927,Regelungen zu Organisation und Arbeitsweise enthält die Geschäftsordnung des Europäischen Parlaments.,3.333333333,Rules on the organisation and functioning are contained in the Rules of Procedure of the European Parliament.
928,Die Aufgaben des Europäischen Parlaments sind in Art 14 EU-Vertrag beschrieben.,2.166666667,The tasks of the European Parliament are described in Art 14 EU Treaty.
929,"Demzufolge wird das Parlament gemeinsam mit dem Rat als Gesetzgeber tätig, übt gemeinsam mit ihm die Haushaltsbefugnisse aus und nimmt die politische Kontrolle wahr.",3.615384615,"Accordingly, the Parliament shall act jointly with the Council as legislator, exercise budgetary powers jointly with the Council and exercise political control."
930,Des Weiteren soll es beratend tätig werden und den Kommissionspräsidenten wählen.,2.714285714,"Furthermore, it shall act in an advisory capacity and elect the President of the Commission."
931,"Das Parlament teilt sich die Gesetzgebungsfunktion mit dem Rat der Europäischen Union, es nimmt also europäische Gesetze (Richtlinien, Verordnungen, Entscheidungen) an.",3.2,"The Parliament shares the legislative function with the Council of the European Union, so it adopts European laws (directives, regulations, decisions)."
932,"In den meisten Politikfeldern gilt dafür seit dem Vertrag von Lissabon das sogenannte ordentliche Gesetzgebungsverfahren (Art 294 AEU-Vertrag), bei dem Parlament und Rat der EU gleichberechtigt sind und jeweils in zwei Lesungen Änderungen an einem von der Europäischen Kommission vorgeschlagenen Gesetzestext einbringen können.",5.111111111,"In most policy areas, the so-called ordinary legislative procedure (Art 294 TFEU) has applied since the Treaty of Lisbon, in which Parliament and the Council of the EU have equal rights and can each introduce amendments to a legislative text proposed by the European Commission in two readings."
933,Bei Uneinigkeit müssen sich Rat und Parlament in dritter Lesung in einem Vermittlungsausschuss einigen.,3.3,"In the event of disagreement, the Council and Parliament must reach agreement at third reading in a conciliation committee."
934,"Auch um den hohen Zeitaufwand dieses Verfahrens zu umgehen, werden jedoch immer mehr Gesetzesvorschläge in informellen Trilogverfahren verhandelt, um dann bereits in erster Lesung beschlossen werden zu können: zwischen 2004 und 2009 etwa traf dies auf 72 % aller Gesetzesentwürfe zu, im Vergleich zu 33 % zwischen 1999 und 2004.",4.75,"However, also in order to avoid the time-consuming nature of this procedure, more and more legislative proposals are negotiated in informal trilogue procedures in order to be adopted at first reading: between 2004 and 2009, for example, this was the case for 72% of all draft laws, compared to 33% between 1999 and 2004."
935,Insgesamt ähnelt das Gesetzgebungsverfahren dem deutschen Gesetzgebungsverfahren zwischen Bundestag und Bundesrat.,3.5,"Overall, the legislative procedure is similar to the German legislative procedure between Bundestag and Bundesrat."
936,Allerdings besitzt das Europäische Parlament – anders als der Bundestag – kein unmittelbares Initiativrecht und kann daher keine eigenen Gesetzesvorlagen einbringen.,3.1,"However, the European Parliament - unlike the Bundestag - has no direct right of initiative and can therefore not introduce its own bills."
937,"Dieses Initiativrecht hat auf EU-Ebene nur die EU-Kommission, die nach Art 225 AEU-Vertrag allerdings vom Europäischen Parlament zu dessen Ausübung aufgefordert werden kann.",4.777777778,"At the EU level, only the EU Commission has this right of initiative, which, according to Art 225 TFEU- Treaty can, however, be called upon by the European Parliament to exercise it."
938,"In einer verbindlichen Erklärung aus dem Jahr 2010 haben sich die Parlamentarier mit der Kommission geeinigt, den geltenden europarechtlichen Vorschriften eine Interpretationshilfe zu geben, sodass in Zukunft auf Anstoß des Parlamentes die Kommission innerhalb von zwölf Monaten einen Gesetzentwurf vorlegen oder innerhalb von drei Monaten detailliert begründen muss, warum sie es nicht macht.",5.0,"In a binding declaration from 2010, the parliamentarians agreed with the Commission to provide an interpretation aid to the applicable European law provisions, so that in future, at the instigation of the Parliament, the Commission must present a draft law within twelve months or give detailed reasons within three months why it is not doing so."
939,Somit hat das Europäische Parlament erstmals ein zumindest eingeschränktes Initiativrecht.,3.0,"Thus, for the first time, the European Parliament has at least a limited right of initiative."
940,"Neben dem ordentlichen Gesetzgebungsverfahren gibt es noch andere Formen der Rechtsetzung in der EU, bei denen das Parlament weniger Mitspracherechte besitzt.",3.142857143,"Apart from the ordinary legislative procedure, there are other forms of lawmaking in the EU in which Parliament has less say."
942,So muss das Parlament im Bereich der Wettbewerbspolitik lediglich konsultiert werden.,3.0,"Thus, in the area of competition policy, Parliament need only be consulted."
944,"Der Hohe Vertreter für Außen- und Sicherheitspolitik muss das Parlament regelmäßig informieren und dafür sorgen, dass die Auffassungen des Parlaments „gebührend berücksichtigt werden“.",3.6,"The High Representative for Foreign Affairs and Security Policy must regularly inform Parliament and ensure that Parliament's views are ""duly taken into account""."
945,Seit Inkrafttreten des Vertrags von Lissabon am 1.,2.6,Since the entry into force of the Treaty of Lisbon on 1.
946,"Dezember 2009 besitzt das Europäische Parlament im Bereich der Gemeinsamen Handelspolitik das Recht, Abänderungsvorschläge zu Gesetzesentwürfen einzubringen sowie auf Ablehnung des jeweiligen Rechtsaktes.",4.388888889,"Since 1 December 2009, the European Parliament has the right to propose amendments to draft legislation in the area of the common commercial policy and to reject the legislation in question."
947,"Nach dieser Eingliederung in das ordentliche Gesetzgebungsverfahren bedürfen Verhandlungsergebnisse der Europäischen Kommission im Bereich der Gemeinsamen Handelspolitik der Genehmigung des Europäischen Parlaments, bevor zur Beschlussfassung durch den Europäischen Rat übergegangen werden kann.",5.555555556,"After this integration into the ordinary legislative procedure, negotiation results of the European Commission in the area of the Common Commercial Policy require the approval of the European Parliament before proceeding to decision-making by the European Council."
948,"Die Geschichte der Europäischen Union ist durch ein Geflecht konkurrierender Motive und Entwicklungstendenzen charakterisiert, die zu unterschiedlichen Zeitpunkten jeweils richtungsgebend auf die Entwicklung der Gemeinschaft eingewirkt haben.",4.857142857,"The history of the European Union is characterised by a network of competing motives and developmental tendencies, which at different times have each had a decisive influence on the development of the Community."
949,"Bezeichnend ist daher die Umsetzung des Möglichen und Machbaren in der jeweils gegebenen zeitgeschichtlichen Lage, nicht die geradlinige Verwirklichung einer genau umrissenen Planung.",5.75,"Characteristic, therefore, is the realization of what is possible and feasible in the given historical situation, not the straightforward realization of a precisely outlined plan."
950,Das die Strukturen der Europäischen Union langzeitig bestimmende unübersichtliche Vertragskonglomerat ist auf diese Art und Weise von Kompromiss zu Kompromiss und von Erweiterung zu Erweiterung der Gemeinschaft komplexer geworden.,3.666666667,The confusing conglomeration of treaties that has long determined the structures of the European Union has thus become more complex from compromise to compromise and from enlargement to enlargement of the Community.
951,"Für die Union resultiert daraus sowohl ein Akzeptanzproblem bei den EU-Bürgern, denen „Brüssel“ immer undurchsichtiger erscheint, als auch die mit dem Mitgliederwachstum verbundene Schwierigkeit, im bestehenden Institutionengefüge die Arbeits- und Handlungsfähigkeit der einzelnen Organe zu gewährleisten.",6.333333333,"For the Union, this results in both a problem of acceptance among EU citizens, to whom ""Brussels"" seems to be increasingly opaque, as well as the difficulty associated with the growth in membership of ensuring that the existing institutional structure is able to meet the working andto ensure that the individual institutions are able to act."
952,"Der durch das Ende des Ost-West-Konflikts bedingte tiefgreifende Wandlungsprozess hat zur Europäischen Union geführt, die mit dem Euro über eine gemeinsame Währung verfügt und nun auch die Staaten Mittel- und Osteuropas großteils einschließt.",4.3,"The profound process of change brought about by the end of the East-West conflict has led to the European Union, which has a common currency in the form of the euro and now largely includes the states of Central and Eastern Europe."
953,Die Ausgestaltung und Fortführung des europäischen Integrationsprozesses bleibt auch unter den Bedingungen des Reformvertrags von Lissabon eine außerordentliche Bewährungsprobe.,4.090909091,"The shaping and continuation of the European integration process remains an extraordinary test, even under the conditions of the Lisbon Reform Treaty."
954,"Neuere Zuspitzungen diesbezüglich resultieren aus der Eurokrise seit 2010, der Flüchtlingskrise ab 2015 und dem durch Referendum im Juni 2016 beschlossenen Austritt Großbritanniens aus der Europäischen Union.",3.6,"More recent exacerbations in this respect have resulted from the euro crisis since 2010, the refugee crisis from 2015 and the UK's decision to leave the European Union in a referendum in June 2016."
955,Wie in der Gründungsphase der Europäischen Gemeinschaft nach dem Zweiten Weltkrieg wurde auch nach dem Ende des Kalten Kriegs die Deutsche Frage wieder zu einem Katalysator des europäischen Einigungsprozesses.,3.642857143,"As in the founding phase of the European Community after the Second World War, the German Question again became a catalyst of the European unification process after the end of the Cold War."
957,"Da aber die Tendenz unübersehbar war und es keine ernsthaft evidenten Gründe gab, den Deutschen viereinhalb Jahrzehnte nach Kriegsende die Selbstbestimmung zu verweigern, richtete sich das Bemühen des französischen Staatspräsidenten François Mitterrand zum Jahresende 1989 darauf, das künftige deutsche Machtpotenzial durch eine Vertiefung der europäischen Integration zu binden.",4.636363636,"But since the tendency was unmistakable and there were no seriously evident reasons for denying the Germans self-determination four and a half decades after the end of the war, the efforts of French President François Mitterrand at the end of 1989 were directed at binding the future German power potential by deepening European integration."
958,"Bundeskanzler Helmut Kohl und Außenminister Hans-Dietrich Genscher teilten diese Einschätzung – als Voraussetzung zur Wiedergewinnung der deutschen Einheit – und erwiesen sich auch nach dem Beitritt der DDR zur Bundesrepublik Deutschland als verlässliche europäische Partner, so dass sich seit dem 3 Oktober 1990 die EG-Verträge auch auf die fünf neuen Länder erstrecken konnten.",3.533333333,"Chancellor Helmut Kohl and Foreign Minister Hans-Dietrich Genscher shared this view - as a prerequisite for regaining German unity - and proved to be reliable European partners even after the GDR joined the Federal Republic of Germany, so that since 3 October 1990 the EC treaties could also extend to the five new countries."
959,Gemeinsam sorgten Mitterrand und Kohl für das Zusammentreten von Regierungskonferenzen zur Wirtschafts- und Währungsunion (Finanzminister) und zur politischen Union (Außenminister) noch im Dezember 1990.,3.230769231,Together Mitterrand and Kohl ensured that intergovernmental conferences on economic and monetary union (finance ministers) and political union (foreign ministers) were held before the end of December 1990.
960,"Ihrem Vorschlag gemäß sollten Umweltpolitik, Einwanderung und Asylrecht, Gesundheit und Drogenbekämpfung vergemeinschaftet werden, eine europäische Staatsbürgerschaft eingeführt und eine Gemeinsame Außen- und Sicherheitspolitik (GASP) auf den Weg gebracht werden.",4.272727273,"According to your proposal, environmental policy, immigration and asylum law, health and the fight against drugs should be communitised, European citizenship introduced and a Common Foreign and Security Policy (CFSP) launched."
961,In dem am 7 Februar 1992 in Maastricht von den Außenministern unterzeichneten Vertrag über die Europäische Union (geläufig als „Vertrag von Maastricht“ oder „Unionsvertrag“) war außerdem die Zusammenarbeit in der Justiz- und Innenpolitik festgeschrieben sowie die Einführung einer gemeinsamen Währung bis spätestens 1 Januar 1999 vereinbart.,4.1,"In the Treaty on European Union signed by the Foreign Ministers in Maastricht on 7 February 1992 (commonly referred to as the ""Treaty of Maastricht"" or The ""Treaty on European Union"") also provided for cooperation in the fields of justice and home affairs and agreed on the introduction of a single currency by 1 January 1999 at the latest."
962,"Die Rolle des Europäischen Parlaments wurde durch die Einführung des Mitentscheidungsverfahrens, das es dem Rat der EU in einer Reihe von Politikfeldern gleichstellte, erneut aufgewertet.",4.666666667,"The role of the European Parliament was again enhanced by the introduction of the co-decision procedure, which put it on an equal footing with the Council of the EU in a number of policy areas."
963,Mit dem negativen dänischen Plebiszit vom Juni 1992 geriet der Unionsvertrag in eine Ratifizierungskrise (die Franzosen votierten im Dezember 1992 nur zu 51 % positiv).,3.571428571,"With the negative Danish plebiscite of June 1992, the Union Treaty was plunged into a ratification crisis (only 51% of the French voted in favour in December 1992)."
964,"Erst nachdem die Dänen infolge Berücksichtigung gewisser Sonderinteressen (ua Nichtbeteiligung an der Währungsunion) in einer zweiten Volksabstimmung den Maastrichter Vertrag hatten passieren lassen und das deutsche Bundesverfassungsgericht Klagen gegen die Übertragung von Souveränitätsrechten auf die EU als – im gegebenen Rahmen – grundgesetzkonform zurückgewiesen hatte, konnte er zum 1 November 1993 in Kraft treten.",4.8125,"Only after the Danes, taking into account certain special interests (including non- participation in monetary union), had allowed the Maastricht Treaty to pass in a second referendum and the German Federal Constitutional Court had rejected complaints against the transfer of sovereignty rights to the EU as - within the given framework - in conformity with the Basic Law, could it enter into force on 1 November 1993."
965,"Bald danach – zum 1 Januar 1995 – traten mit Österreich, Schweden und Finnland nach zügigen Beitrittsverhandlungen drei Staaten der EU bei, die bis zum Ende der Ost-West-Konfrontation durch ihre strikte Neutralitätspolitik daran gehindert waren.",3.714285714,"Soon afterwards - on 1 January 1995 - Austria, Sweden and Finland joined the EU after speedy accession negotiations, three states which had been prevented from doing so until the end of the East-West confrontation by their strict policy of neutrality."
966,"Die Schweiz und Norwegen (nach neuerlichem Negativvotum der Bürger) blieben außen vor, sodass die Europäische Union nun 15 Mitglieder umfasste.",2.2,"Switzerland and Norway (after a new negative vote of the citizens) were left out, so that the European Union now comprised 15 members."
967,Mehr als die erst bei wenigen ins Bewusstsein gedrungene Unionsbürgerschaft hat – bereits vor dem Euro – der Abbau der Grenzkontrollen und Grenzanlagen zwischen den Bürgern der am Schengener Abkommen beteiligten Mitgliedstaaten ein Gefühl europäischer Zusammengehörigkeit wecken können.,5.3,"Even before the euro, the dismantling of border controls and installations between the citizens of the Member States participating in the Schengen Agreement was able to awaken a sense of European togetherness, more than European citizenship, which has only penetrated the consciousness of a few."
968,"Die als Bestandteil des Binnenmarkts in der Einheitlichen Europäischen Akte festgeschriebene Freizügigkeit des Personenverkehrs wurde durch das 1985 in Schengen getroffene Abkommen zunächst von den Beneluxstaaten, Frankreich und der Bundesrepublik Deutschland auf den Weg gebracht, ohne dass aber die dazu nötige polizeiliche Zusammenarbeit und Vereinheitlichung der Visa die Durchführung schon gestattet hätte.",5.538461538,"The free movement of persons, laid down as an integral part of the internal market in the Single European Act, was initially launched by the Benelux countries, France and the Federal Republic of Germany through the agreement reached in Schengen in 1985, but the necessary police cooperation and standardisation of visas did not yet permit its implementation."
969,"In einem zweiten Abkommen (Schengen II) wurden 1990 solche der Sicherheit dienenden Regelungen getroffen, erst ab 1995 die Freizügigkeit aber tatsächlich praktiziert.",4.6,"In a second agreement (Schengen II) in 1990 such regulations serving the security were made, but only from 1995 the free movement of persons was actually practised."
970,"Dabei handelt es sich der Sache nach nicht um EU-Vertragsrecht, wie man an den beteiligten Staaten erkennt.",3.111111111,"This is not, in substance, EU contract law, as can be seen from theparticipating states recognizes."
971,"Denn unterdessen ist der „Schengen-Raum“ bedeutend angewachsen und soll sich auch künftig noch ausweiten; er schließt zwar noch immer nicht alle EU-Mitgliedstaaten ein, dafür aber auch bereits einige Nichtmitglieder (Norwegen, Island, Liechtenstein und die Schweiz).",4.75,"In the meantime, the ""Schengen area"" has grown significantly and is expected to expand in the future; it still does not include all EU member states, but already includes some non- members (Norway, Iceland, Liechtenstein and Switzerland)."
972,"Die Vorbereitungen zur endlichen Verwirklichung einer Wirtschafts- und Währungsunion waren zwar bereits vor dem Ende der Blockkonfrontation 1989 in ein konkretes Stadium getreten, ihre Durchsetzung allen dann folgenden Krisen und Widrigkeiten zum Trotz ist aber – wie der Unionsvertrag – kaum zu denken ohne die deutsch-französische Achse Mitterrand-Kohl und ohne die Dynamik einer grundlegend veränderten Welt- und europapolitischen Lage.",5.625,"Although the preparations for the eventual realization of an economic and monetary union had already reached a concrete stage before the end of the bloc confrontation in 1989, its implementation despite all the crises and adversities that followed is - like the Union Treaty - hardly conceivable without the Franco-German Mitterrand-Kohl axis and without the dynamics of a fundamentally changed world and European political situation."
973,Dem französischen Staatspräsidenten war die mit der Einführung des Euro zu vertiefende Wirtschafts- und Währungsunion wichtig für seine Zustimmung zur Wiedervereinigung Deutschlands.,3.8,"For the French President, the economic and monetary union to be deepened with the introduction of the euro was important for his approval of the reunification of Germany."
974,"Kohl war es, der Mitte 1988 Jacques Delors für die Projektleitung vorgeschlagen hatte; dieser wiederum hatte die Mitwirkung der Chefs der europäischen Zentralbanken an der Entwicklung entsprechender Pläne durchgesetzt, um den geballten Sachverstand der je obersten Währungshüter gegen zu erwartende Widerstände einzelner Regierungen ins Feld führen zu können.",4.333333333,"It was Kohl who in mid-1988 had proposed Jacques Delors to head the project; Delors, in turn, had pushed through the participation of the heads of the European central banks in the development of corresponding plans, in order to be able to bring the concentrated expertise of the respective top monetary guardians to bear against the expected resistance of individual governments."
975,"Es gelang ihm tatsächlich, die meisten Beteiligten für eine gemeinsame Strategie zu gewinnen; Margaret Thatcher (britische Premierministerin 1979–1990) fehlte es an Mitstreitern für ihren Widerstand.",4.833333333,He actually succeeded in winning over most of the parties involved to a common strategy; Margaret Thatcher (British Prime Minister 1979-1990) lacked comrades-in-arms for her opposition.
976,Martin Luther King Jr (* 15 Januar 1929 in Atlanta als Michael King Jr; † 4 April 1968 in Memphis) war ein US-amerikanischer Baptistenpastor und Bürgerrechtler.,1.0,"Martin Luther King Jr (born January 15, 1929 in Atlanta as Michael King Jr; † April 4, 1968 in Memphis) was an American Baptist minister and civil rights activist."
977,"Er gilt als einer der herausragendsten Vertreter im gewaltfreien Kampf gegen Unterdrückung und soziale Ungerechtigkeit und war zwischen Mitte der 1950er und Mitte der 1960er Jahre der bekannteste Sprecher des Civil Rights Movement, der US-amerikanischen Bürgerrechtsbewegung der US-Afroamerikaner.",3.444444444,"He is considered one of the most prominent figures in the nonviolent struggle against oppression and social injustice, and between the mid-1950s and mid-1960s was the best-known spokesman for the Civil Rights Movement, the U.S. African American civil rights movement."
978,Er propagierte den zivilen Ungehorsam als Mittel gegen die politische Praxis der Rassentrennung (Racial segregation) in den Südstaaten der USA mit religiösen Begründungen und nahm an entsprechenden Aktionen teil.,3.272727273,He propagated civil disobedience as a means against the political practice of racial segregation in the southern states of the USA on religious grounds and took part in corresponding actions.
979,"Wesentlich durch Kings Einsatz und Wirkkraft ist das Civil Rights Movement zu einer Massenbewegung geworden, die schließlich erreicht hat, dass die Rassentrennung gesetzlich aufgehoben und das uneingeschränkte Wahlrecht für die schwarze Bevölkerung der US-Südstaaten eingeführt wurde.",4.8,It was largely through King's dedication and impact that the Civil Rights Movement became a mass movement that eventually achieved legal desegregation and unrestricted voting rights for the black population of the U.S. South.
980,Wegen seines Engagements für soziale Gerechtigkeit erhielt er 1964 den Friedensnobelpreis.,2.555555556,"Because of his commitment to social justice, he received the Nobel Peace Prize in 1964."
981,"Am 4 April 1968 wurde King bei dem Attentat in Memphis, Tennessee erschossen.",1.5,"On April 4, 1968, King was shot and killed in the assassination attempt in Memphis, Tennessee."
982,"King wurde als Sohn der Lehrerin Alberta Christine Williams King (1904–1974) und ihres Ehemanns Martin Luther King (1897–1984, ursprünglich Michael King), des 2 Predigers der baptistischen Ebenezer-Gemeinde Atlanta geboren.",3.428571429,"King was born to Alberta Christine Williams King (1904-1974), a schoolteacher, and her husband Martin Luther King (1897-1984, originally Michael King), the 2 preacher of Ebenezer Baptist Church Atlanta."
983,Sein Vater war vor seiner Tätigkeit als Pfarrer unter anderem Hilfsmechaniker in einer Autowerkstatt und Feuerwehrmann bei einer Eisenbahngesellschaft.,2.5,"His father was, among other things, an assistant mechanic in an auto repair shop and a fireman for a railroad company before becoming a minister."
984,King Senior hatte seinen Abschluss an einer Abendschule nachgeholt und war bereits vor der Geburt von King junior Vorsitzender der National Association for the Advancement of Colored People (NAACP – Nationale Gesellschaft zur Förderung farbiger Menschen) in Atlanta.,3.111111111,King Sr. had graduated from night school and was president of the National Association for the Advancement of Colored People (NAACP) in Atlanta before King Jr. was born.
985,"Der Großvater mütterlicherseits von King Jr, Adam McNeil Williams (* 1863), ein Sohn von Sklaven, trat 1894 in die Ebenezer-Gemeinde ein.",2.363636364,"King Jr's maternal grandfather, Adam McNeil Williams (b. 1863), a son of slaves, entered Ebenezer Parish in 1894."
986,Dieser Kirchengemeinde gehörten auch alle nachfolgenden Generationen an.,1.9,All subsequent generations also belonged to this church congregation.
987,"James King, der Großvater väterlicherseits, hatte auf Baumwollplantagen bei Stockbridge gearbeitet, etwa 20 Kilometer von Atlanta entfernt.",2.444444444,"James King, the paternal grandfather, had worked on cotton plantations near Stockbridge, about 20 miles from Atlanta."
988,Der Name Martin Luther war für den Vater und später für den Sohn Ausdruck tiefen religiösen Empfindens.,2.222222222,The name Martin Luther was for the father and later for the son an expression of deep religious feeling.
989,Ursprünglich hieß Kings Vater Michael King und er selbst Michael King Jr.,1.583333333,Originally King's father's name was Michael King and he himself was Michael King Jr.
990,"Der Vater änderte beide Namen nach einer Europareise im Jahre 1934, die ihn im Zusammenhang mit dem in Berlin stattfindenden baptistischen Weltkongress auch nach Deutschland führte, zu Ehren von Martin Luther, für den er große Bewunderung empfand.",4.7,"His father changed both names after a trip to Europe in 1934, which also took him to Germany in connection with the Baptist World Congress taking place in Berlin, in honor of Martin Luther, for whom he felt great admiration."
991,"Zusammen mit seinen Eltern lebte King Junior bis 1941 in der Auburn Avenue 501, einer Straße, in der fast ausschließlich wohlhabende Schwarze wohnten.",2.714285714,"Together with his parents, King Junior lived until 1941 at 501 Auburn Avenue, a street where almost exclusively wealthy blacks lived."
993,"Diese trennte alle Bereiche des täglichen Lebens in schwarz und weiß: Schulen, Kirchen, öffentliche Gebäude, Busse und Züge, selbst Toiletten und Waschbecken.",1.9,"This separated all areas of daily life into black and white: schools, churches, public buildings, buses and trains, even toilets and sinks."
994,"King empfand schon früh solche Segregation als große Ungerechtigkeit, in dieser Haltung wurde er vor allem durch die väterliche Erziehung geprägt.",2.142857143,"King felt such segregation to be a great injustice at an early age, and he was influenced in this attitude primarily by his father's upbringing."
995,"Mit 14 Jahren fuhr er von Atlanta nach Dublin in Georgia, um dort an einem Redner-Wettbewerb teilzunehmen, den er auch gewann.",2.0,"At the age of 14, he drove from Atlanta to Dublin, Georgia, to attend a speakingcompetition, which he also won."
996,Schon damals setzte er sich öffentlich für die Desegregation und auch für die Stärkung der USA als Nation ein.,2.4,"Even then, he publicly advocated for desegregation and also for strengthening the US as a nation."
997,Seine erste negative Erfahrung mit der Rassentrennung machte King bereits mit Beginn seiner Grundschulzeit.,2.111111111,King had his first negative experience with segregation when he started elementary school.
998,Sein engster Freund in der Vorschulzeit war ein weißer Junge aus der unmittelbaren Nachbarschaft.,2.0,His closest friend in preschool was a white boy from the immediate neighborhood.
999,"Dann mussten die beiden verschiedene Schulen besuchen, und die Eltern seines Freundes teilten King mit, dass er nicht mehr mit ihrem Sohn spielen könne, weil er schwarz sei.",1.666666667,"Then the two had to attend different schools, and his friend's parents told King that he could no longer play with their son because he was black."
1000,"King ging mit seiner Schwester Christine zur „Younge Street Elementary School“, auf der es ausschließlich schwarze Schüler gab.",2.25,"King went to ""Younge Street Elementary School"" with his sister Christine, where there were only black students."
1001,Das Lernen fiel ihm relativ leicht.,1.214285714,He found learning relatively easy.
1003,"Im Alter von 13 Jahren besuchte er schließlich die „Booker T Washington High School“, wo er das neunte und das zwölfte Schuljahr übersprang.",1.555555556,"At the age of 13, he finally attended ""Booker T Washington High School"" where he skipped the ninth and twelfth grades."
1004,"Am 20 September 1944 begann King sein Studium am Morehouse College, der einzigen Hochschule für Schwarze im Süden; es nahm ihn trotz seines Alters von noch nicht 16 Jahren als Ausnahme auf.",3.4,"On September 20, 1944, King began his studies at Morehouse College, the only college for blacks in the South; it admitted him as an exception despite his age of not yet 16."
1005,"Im Hauptfach Soziologie wurde er von Walter P Chivers in die Problematik der Rassentrennung eingeführt; bei George D Kelsey, dem Leiter der „School of Religion“, hörte er von Mahatma Gandhis gewaltfreiem Widerstand.",3.7,"Majoring in sociology, he was introduced to the problems of racial segregation by Walter P Chivers; he heard about Mahatma Gandhi's non-violent resistance from George D Kelsey, head of the ""School of Religion""."
1007,Auch sonst beschreibt King die Atmosphäre an dem College als konstruktiv und weitestgehend frei von Rassismus und Intoleranz gegenüber Schwarzen.,2.111111111,King also otherwise describes the atmosphere at the college as constructive and largely free of racism and intolerance toward blacks.
1008,1948 schloss er das College mit einem Bachelor of Arts in Soziologie ab.,1.0,In 1948 he graduated from college with a Bachelor of Arts degree in sociology.
1009,Neben dem Studium wurde King mit 17 Jahren Hilfsprediger seines Vaters an der Ebenezer Baptist Church in Atlanta.,2.411764706,"In addition to his studies, King became an assistant preacher to his father at Ebenezer Baptist Church in Atlanta at the age of 17."
1010,Er wollte damals trotz seines tiefen Glaubens kein Prediger werden.,2.3,"He did not want to become a preacher then, despite his deep faith."
1011,Auf dem College entdeckte er endgültig das Reden für sich und belegte bald vordere Plätze bei Studentenwettbewerben in politischer Rede.,2.333333333,"In college, he finally discovered public speaking and soon placed first in student competitions in political speech."
1014,Für die Zeit nach seinem Studium hatte er mehrere Angebote.,1.0,He had several offers for after graduation.
1016,So wurde er 1954 Pastor der Dexter Avenue Baptist Church in Montgomery (Alabama).,1.555555556,"Thus, in 1954, he became pastor of Dexter Avenue Baptist Church in Montgomery, Alabama."
1017,"Zu dieser Zeit schrieb er an der Boston University in Massachusetts seine Doktorarbeit mit dem Titel A Comparison of the Conceptions of God in the Thinking of Paul Tillich and Henry Nelson Wieman, wofür ihm 1955 der Titel „Doctor of Philosophy“ verliehen wurde.",2.555555556,"At this time he wrote his doctoral thesis at Boston University in Massachusetts with the title A Comparison of the Conceptions of God in the Thinking of Paul Tillich and Henry Nelson Wieman, for which he was awarded the title ""Doctor of Philosophy"" in 1955."
1018,"Im Jahr 1991 wurde bekannt, dass Teile der Arbeit Plagiate enthalten.",1.777777778,In 1991 it became known that parts of the work contained plagiarism.
1020,Auch für ältere Menschen ist Arbeit wichtig.,1.0,Work is also important for older people.
1021,Sie sollen ihren Arbeits-Platz behalten können.,1.0,They should be able to keep their jobs.
1022,"Damit auch ältere Menschen arbeiten können, gibt es viele verschiedene Hilfen.",1.636363636,"So that older people can also work, there are many different aids."
1023,Zum Beispiel: Die Betriebe schaffen mehr Arbeits-Plätze für ältere Menschen.,1.533333333,For example: The companies create more jobs for older people.
1024,Ältere Menschen können in Teil-Zeit arbeiten.,1.0,Older people can work part-time.
1025,Das heißt: Sie arbeiten dann weniger Stunden.,1.0,That means: They then work fewer hours.
1026,"Wenn ältere Menschen nicht mehr arbeiten, bekommen sie Rente.",1.6,"When older people stop working, they get pensions."
